NM_001005484	OR4F5
ENST00000532622	GOLGA8F
ENST00000525590	GOLGA8G
NM_001282468	GOLGA8M
NM_005503	APBA2
NM_015307	FAM189A1
NM_138704	NDNL2
NM_001301025	TJP1
NM_001282472	GOLGA8J
ENST00000569052	GOLGA8T
NM_139320	CHRFAM7A
NM_001282484	GOLGA8R
ENST00000562783	GOLGA8Q
NM_001282490	GOLGA8H
NM_001039841	ARHGAP11B
NM_014967	FAN1
NM_017762	MTMR10
NM_001252020	TRPM1
NM_001243538	LOC283710
NM_015995	KLF13
NM_130901	OTUD7A
NM_001190455	CHRNA7
NM_001282493	GOLGA8K
ENST00000435655	AC139426.2
NM_001277308	GOLGA8O
ENST00000593303	AC135983.2
NM_001282494	GOLGA8N
NM_014783	ARHGAP11A
NM_001144757	SCG5
NM_013372	GREM1
NM_001103184	FMN1
NM_001036	RYR3
NM_020371	AVEN
NM_012125	CHRM5
NM_020154	EMC7
NM_152595	PGBD4
NM_024713	KATNBL1
NM_016454	EMC4
NM_133647	SLC12A6
NM_018648	NOP10
NM_001284292	NUTM1
NM_153613	LPCAT4
NM_181077	GOLGA8A
NM_001023567	GOLGA8B
NM_020660	GJD2
NM_005159	ACTC1
NM_014691	AQR
ENST00000391457	AC114546.1
NM_014106	ZNF770
NM_080650	DPH6
NM_001290233	C15orf41
NM_170675	MEIS2
NM_152453	TMCO5A
NM_152594	SPRED1
NM_173611	FAM98B
NM_005739	RASGRP1
NM_207444	C15orf53
NM_207445	C15orf54
NM_003246	THBS1
NM_152597	FSIP1
NM_001271854	GPR176
NM_001013703	EIF2AK4
NM_003134	SRP14
NM_001003940	BMF
NM_001211	BUB1B
ENST00000558658	RP11-133K1.2
NM_001039905	C15orf56
NM_001128628	PAK6
NM_001190479	ANKRD63
NM_004573	PLCB2
NM_001301268	INAFM2
NM_207380	C15orf52
NM_001145643	PHGR1
NM_033510	DISP2
NM_033286	KNSTRN
NM_002225	IVD
NM_014952	BAHD1
NM_130468	CHST14
NM_001080791	C15orf57
NM_152260	RPUSD2
NM_170589	CASC5
NM_001164269	RAD51
NM_018145	RMDN3
NM_005258	GCHFR
NM_018163	DNAJC17
NM_001130448	C15orf62
NM_032850	ZFYVE19
NM_001130143	PPP1R14D
NM_181642	SPINT1
NM_133639	RHOV
NM_020857	VPS18
NM_019074	DLL4
NM_024111	CHAC1
NM_017553	INO80
NM_001286441	EXD1
NM_007236	CHP1
NM_007280	OIP5
NM_016359	NUSAP1
NM_016013	NDUFAF1
NM_015138	RTF1
NM_002220	ITPKA
NM_002344	LTK
NM_015540	RPAP1
NM_006293	TYRO3
NM_001164273	MGA
NM_001128608	MAPKBP1
ENST00000597767	AC073657.1
NM_001114632	JMJD7
NM_005090	JMJD7-PLA2G4B
ENST00000452633	PLA2G4B
NM_016642	SPTBN5
NM_139265	EHD4
NM_001206670	PLA2G4E
NM_178034	PLA2G4D
NM_213600	PLA2G4F
NM_001301138	VPS39
NM_015497	TMEM87A
NM_198141	GANC
NM_000070	CAPN3
NM_022473	ZNF106
NM_003825	SNAP23
NM_153260	LRRC57
NM_018097	HAUS2
NM_020759	STARD9
NM_138477	CDAN1
NM_173500	TTBK2
NM_174916	UBR1
NM_024956	TMEM62
NM_012142	CCNDBP1
NM_000119	EPB42
NM_201631	TGM5
NM_052955	TGM7
NM_014793	LCMT2
NM_001159280	ADAL
NM_152455	ZSCAN29
NM_001286414	TUBGCP4
NM_001141980	TP53BP1
NM_002373	MAP1A
NM_001130858	PPIP5K1
NM_020990	CKMT1B
NM_153700	STRC
NM_001282310	CATSPER2
NM_001015001	CKMT1A
NM_005313	PDIA3
NM_025165	ELL3
ENST00000598763	AC018512.1
NM_001199875	SERF2
NM_001258031	SERINC4
ENST00000417761	RP11-296A16.1
NM_016400	HYPK
NM_005926	MFAP1
NM_024908	WDR76
NM_032892	FRMD5
NM_138423	CASC4
NM_016396	CTDSPL2
NM_003758	EIF3J
NM_025137	SPG11
NM_001145112	PATL2
NM_004048	B2M
NM_182985	TRIM69
NM_152448	C15orf43
NM_003104	SORD
NM_014080	DUOX2
NM_207581	DUOXA2
NM_144565	DUOXA1
NM_017434	DUOX1
NM_001301168	SHF
NM_004212	SLC28A2
NM_001482	GATM
NM_024063	SPATA5L1
NM_197955	C15orf48
NM_013309	SLC30A4
NM_012388	BLOC1S6
NM_001271213	SQRDL
ENST00000564080	RP11-96O20.4
ENST00000557832	FKSG62
NM_153618	SEMA6D
NM_205850	SLC24A5
NM_016132	MYEF2
NM_001145668	CTXN2
NM_000338	SLC12A1
NM_001025248	DUT
NM_000138	FBN1
NM_001194998	CEP152
NM_203349	SHC4
NM_014335	EID1
NM_001193489	SECISBP2L
NM_001143887	COPS2
NM_002044	GALK2
NM_152647	FAM227B
NM_002009	FGF7
NM_020234	DTWD1
NM_024837	ATP8B4
NM_003645	SLC27A2
NM_002112	HDC
NM_005254	GABPB1
NM_005154	USP8
NM_203494	USP50
NM_017672	TRPM7
NM_032802	SPPL2A
NM_001252127	AP4E1
NM_207381	TNFAIP8L3
NM_031226	CYP19A1
NM_181789	GLDN
NM_001174116	DMXL2
NM_013243	SCG3
NM_153374	LYSMD2
NM_014548	TMOD2
NM_014547	TMOD3
NM_138792	LEO1
NM_002748	MAPK6
NM_020396	BCL2L10
NM_016194	GNB5
NM_018728	MYO5C
NM_000259	MYO5A
NM_006628	ARPP19
NM_001286495	FAM214A
NM_004498	ONECUT1
NM_182758	WDR72
NM_001080534	UNC13C
NM_016304	RSL24D1
NM_004580	RAB27A
NM_004855	PIGB
NM_001204450	CCPG1
NM_001198784	C15orf65
NM_130810	DYX1C1
NM_015617	PYGO1
NM_173814	PRTG
NM_001284338	NEDD4
NM_022841	RFX7
NM_198524	TEX9
NM_018365	MNS1
NM_017661	ZNF280D
NM_207037	TCF12
NM_001252335	CGNL1
NM_001018100	MYZAP
NM_001285900	GCOM1
NM_015532	POLR2M
NM_003888	ALDH1A2
NM_020980	AQP9
NM_000236	LIPC
NM_001110	ADAM10
NM_001040450	FAM63B
NM_024755	SLTM
NM_001270528	RNF111
NM_004701	CCNB2
NM_004998	MYO1E
ENST00000599727	C15ORF31
NM_033195	LDHAL6B
NM_152450	FAM81A
NM_004751	GCNT3
NM_004492	GTF2A2
NM_004330	BNIP2
NM_012182	FOXB1
NM_001002858	ANXA2
NM_024611	NARG2
NM_134260	RORA
NM_020821	VPS13C
NM_207322	C2CD4A
NM_001007595	C2CD4B
ENST00000558940	RP11-625H11.1
NM_015059	TLN2
NM_001018005	TPM1
NM_032857	LACTB
NM_015920	RPS27L
NM_016530	RAB8B
NM_031301	APH1B
NM_001218	CA12
NM_006537	USP3
NM_203373	FBXL22
NM_003922	HERC1
NM_014326	DAPK2
NM_032231	FAM96A
NM_001242933	SNX1
NM_024798	SNX22
NM_000942	PPIB
NM_022048	CSNK1G1
ENST00000606793	CTD-2116N17.1
NM_014736	KIAA0101
NM_016213	TRIP4
NM_015042	ZNF609
NM_002537	OAZ2
NM_194272	RBPMS2
NM_001286497	PIF1
ENST00000437723	AC069368.3
NM_025201	PLEKHO2
NM_182703	ANKDD1A
NM_016630	SPG21
NM_139242	MTFMT
NM_178859	SLC51B
NM_016563	RASL12
NM_001101362	KBTBD13
NM_001163692	UBAP1L
NM_005707	PDCD7
NM_006660	CLPX
NM_003613	CILP
NM_017851	PARP16
NM_004884	IGDCC3
NM_020962	IGDCC4
NM_197960	DPP8
NM_016395	PTPLAD1
NM_001207058	VWA9
NM_004727	SLC24A1
NM_001144823	DENND4A
NM_004663	RAB11A
NM_032445	MEGF11
NM_001143688	DIS3L
NM_017858	TIPIN
NM_002755	MAP2K1
NM_006049	SNAPC5
NM_000968	RPL4
NM_017975	ZWILCH
NM_207338	LCTL
ENST00000558797	RP11-321F6.1
NM_005585	SMAD6
NM_005902	SMAD3
ENST00000558463	RP11-342M21.2
NM_024666	AAGAB
NM_001031715	IQCH
NM_001143936	C15orf61
NM_145160	MAP2K5
NM_001258024	SKOR1
NM_016166	PIAS1
NM_033429	CALML4
ENST00000562767	RP11-315D16.2
NM_017882	CLN6
NM_015322	FEM1B
NM_001004439	ITGA11
NM_006091	CORO2B
NM_006305	ANP32A
NM_145658	SPESP1
NM_024505	NOX5
NM_015554	GLCE
NM_001104554	PAQR5
NM_138555	KIF23
NM_001003	RPLP1
NM_005078	TLE3
NM_018003	UACA
NM_018357	LARP6
NM_020147	THAP10
NM_001199017	LRRC49
NM_001102658	CT62
NM_024817	THSD4
NM_014249	NR2E3
NM_006901	MYO9A
NM_001166340	SENP8
NM_001012642	GRAMD2
NM_001206796	PKM
NM_020214	PARP6
NM_052840	CELF6
NM_000520	HEXA
NM_001080462	TMEM202
NM_005744	ARIH1
NM_018652	GOLGA6B
ENST00000311755	HIGD2B
NM_033028	BBS4
NM_031284	ADPGK
NM_002499	NEO1
NM_005477	HCN4
ENST00000331090	C15orf60
NM_001042367	REC114
NM_012428	NPTN
NM_001024736	CD276
NM_001039614	C15orf59
NM_153356	TBC1D21
NM_005576	LOXL1
NM_004809	STOML1
NM_033238	PML
NM_001038640	GOLGA6A
ENST00000514871	RP11-247C2.2
NM_020851	ISLR2
NM_005545	ISLR
NM_001199042	STRA6
NM_025055	CCDC33
NM_000781	CYP11A1
NM_003612	SEMA7A
NM_001286742	UBL7
NM_006465	ARID3B
NM_001130028	CLK3
NM_025083	EDC3
NM_000499	CYP1A1
NM_000761	CYP1A2
NM_004383	CSK
NM_021819	LMAN1L
NM_001030005	CPLX3
NM_001099436	ULK3
NM_005697	SCAMP2
NM_002435	MPI
NM_020447	FAM219B
NM_004255	COX5A
NM_017793	RPP25
NM_001178111	SCAMP5
NM_021823	PPCDC
NM_015492	C15orf39
NM_001164404	GOLGA6C
NM_001145224	GOLGA6D
NM_017828	COMMD4
NM_001256552	NEIL1
NM_001256494	MAN2C1
NM_001145357	SIN3A
NM_002833	PTPN9
NM_005701	SNUPN
NM_018285	IMP3
NM_153271	SNX33
NM_001897	CSPG4
ENST00000435356	AC105020.1
NM_175881	ODF3L1
ENST00000543887	AC019294.1
NM_173469	UBE2Q2
NM_147188	FBXO22
NM_138573	NRG4
NM_152335	C15orf27
NM_000126	ETFA
NM_145805	ISL2
NM_020843	SCAPER
NM_001271837	RCN2
NM_003978	PSTPIP1
NM_005724	TSPAN3
NM_024776	PEAK1
NM_018200	HMG20A
NM_032808	LINGO1
NM_144572	TBC1D2B
NM_001101404	SH2D7
NM_006383	CIB2
NM_005530	IDH3A
NM_015162	ACSBG1
NM_018602	DNAJA4
NM_025234	WDR61
NM_004378	CRABP1
NM_004136	IREB2
NM_001013619	HYKK
ENST00000599596	AC027228.1
NM_002789	PSMA4
NM_000745	CHRNA5
NM_000743	CHRNA3
NM_000750	CHRNB4
NM_014272	ADAMTS7
NM_206839	MORF4L1
NM_004390	CTSH
NM_002891	RASGRF1
NM_001146341	ANKRD34C
NM_007364	TMED3
NM_015206	KIAA1024
NM_001199760	ST20-MTHFS
NM_006441	MTHFS
NM_001199757	ST20
ENST00000560255	C15orf37
ENST00000542003	C15ORF37
NM_001114735	BCL2A1
NM_001242914	ZFAND6
NM_000137	FAH
ENST00000559008	RP11-210M15.2
NM_014862	ARNT2
NM_021214	ABHD17C
NM_018689	CEMIP
NM_001293298	KIAA1199
ENST00000560560	RP11-351M8.1
NM_015154	MESDC2
NM_022566	MESDC1
NM_173528	C15orf26
NM_172217	IL16
NM_181900	STARD5
NM_001080532	TMC3
NM_032246	MEX3B
ENST00000559788	RP11-597K23.2
NM_024580	EFTUD1
NM_001008226	FAM154B
NM_001164465	GOLGA6L10
NM_198181	GOLGA6L9
NM_001021	RPS17
ENST00000559949	GOLGA6L18
ENST00000557886	GOLGA6L19
ENST00000561062	GOLGA6L20
ENST00000558397	RPS17L
ENST00000562833	RP11-152F13.10
ENST00000568285	RP11-379H8.1
NM_030594	CPEB1
NM_001278512	AP3B2
NM_001007122	FSD2
NM_001080435	WHAMM
NM_199330	HOMER2
NM_031452	FAM103A1
NM_001160115	C15orf40
NM_025238	BTBD1
NM_023003	TM6SF1
NM_016073	HDGFRP3
NM_001717	BNC1
NM_001301109	SH3GL3
NM_207517	ADAMTSL3
NM_001243531	UBE2Q2L
NM_001267536	GOLGA6L4
NM_181877	ZSCAN2
NM_032856	WDR73
NM_205858	NMB
NM_014300	SEC11A
NM_014630	ZNF592
NM_020778	ALPK3
NM_004213	SLC28A1
NM_002605	PDE8A
NM_006738	AKAP13
NM_022480	KLHL25
NM_152336	AGBL1
NM_001012338	NTRK3
NM_022163	MRPL46
NM_022839	MRPS11
NM_017996	DET1
NM_022767	AEN
NM_002201	ISG20
NM_013227	ACAN
NM_178232	HAPLN3
NM_005928	MFGE8
NM_152924	ABHD2
NM_000326	RLBP1
NM_001113378	FANCI
NM_001126131	POLG
NM_016321	RHCG
NM_152259	TICRR
NM_198525	KIF7
NM_001145311	PLIN1
NM_003847	PEX11A
NM_020212	WDR93
NM_018670	MESP1
NM_001039958	MESP2
NM_001150	ANPEP
NM_005829	AP3S2
NM_001199058	C15orf38-AP3S2
NM_182616	C15orf38
NM_198526	ZNF710
NM_002168	IDH2
NM_198925	SEMA4B
NM_001277764	CIB1
NM_001013657	GDPGP1
ENST00000438251	TTLL13
ENST00000561573	RP11-697E2.6
NM_001033088	NGRN
ENST00000412799	GABARAPL3
NM_001004309	ZNF774
NM_003870	IQGAP1
NM_022769	CRTC3
NM_000057	BLM
NM_001289824	FURIN
NM_002005	FES
NM_006122	MAN2A2
NM_001286451	HDDC3
NM_018671	UNC45A
NM_033544	RCCD1
NM_003981	PRC1
NM_018668	VPS33B
NM_014848	SV2B
NM_013272	SLCO3A1
NM_006011	ST8SIA2
NM_153040	C15orf32
NM_207446	FAM174B
NM_001271	CHD2
NM_001166283	RGMA
ENST00000599897	AC112693.2
NM_018349	MCTP2
ENST00000378936	AC016251.1
NM_021005	NR2F2
ENST00000600790	AC087477.1
NM_173499	SPATA8
ENST00000503874	LINC00923
NM_183376	ARRDC4
NM_182562	FAM169B
NM_000875	IGF1R
NM_001102612	PGPEP1L
NM_145728	SYNM
NM_001288615	TTC23
NM_144598	LRRC28
ENST00000600203	AC022819.2
ENST00000595415	AC015660.1
NM_005587	MEF2A
ENST00000378904	DKFZP779J2370
NM_152449	LYSMD4
ENST00000558188	CTD-2054N24.2
NM_139057	ADAMTS17
NM_001290341	CERS3
NM_001040616	LINS
NM_198243	ASB7
NM_000693	ALDH1A3
NM_024652	LRRK1
NM_014918	CHSY1
NM_018445	VIMP
NM_003090	SNRPA1
NM_002570	PCSK6
NM_078474	TM2D3
NM_152334	TARSL2
ENST00000560292	RP11-89K11.1
NM_001005326	OR4F6
NM_001001674	OR4F15
NM_001004195	OR4F4
ENST00000326592	WASH4P
NM_016310	POLR3K
NM_024571	SNRNP25
NM_022450	RHBDF1
NM_002434	MPG
NM_001077350	NPRL3
NM_005332	HBZ
NM_001003938	HBM
NM_000517	HBA2
NM_000558	HBA1
NM_005331	HBQ1
NM_201412	LUC7L
NM_032039	ITFG3
NM_183337	RGS11
NM_001176	ARHGDIG
NM_006849	PDIA2
NM_003502	AXIN1
NM_006428	MRPL28
NM_021259	TMEM8A
NM_005009	NME4
NM_020664	DECR2
NM_014700	RAB11FIP3
NM_005632	CAPN15
ENST00000409413	C16orf11
NM_145270	PRR35
NM_176677	NHLRC4
NM_148920	PIGQ
NM_021168	RAB40C
NM_053284	WFIKKN1
NM_032366	C16orf13
NM_138418	FAM195A
NM_145294	WDR90
NM_138769	RHOT2
NM_001278720	RHBDL1
NM_005861	STUB1
NM_001005920	JMJD8
NM_032259	WDR24
NM_153350	FBXL16
NM_024042	METRN
NM_023933	FAM173A
NM_001031737	CCDC78
NM_032304	HAGHL
NM_022493	NARFL
NM_013404	MSLN
ENST00000293892	MSLNL
NM_058192	RPUSD1
NM_022092	CHTF18
NM_016541	GNG13
NM_001013638	PRR25
NM_022773	LMF1
ENST00000601510	AC009041.2
NM_014587	SOX8
NM_001172560	SSTR5
NM_207419	C1QTNF8
NM_021098	CACNA1H
NM_012467	TPSG1
NM_024164	TPSB2
NM_003294	TPSAB1
NM_012217	TPSD1
NM_194259	UBE2I
NM_003933	BAIAP3
NM_001001410	TSR3
NM_032520	GNPTG
NM_001193388	UNKL
NM_001272051	C16orf91
NM_001143980	CCDC154
NM_001287	CLCN7
NM_001013658	PTX4
NM_016111	TELO2
NM_014714	IFT140
NM_001256541	TMEM204
NM_020825	CRAMP1L
ENST00000454337	LA16c-431H6.6
NM_144570	HN1L
NM_015133	MAPK8IP3
NM_002513	NME3
NM_001300900	MRPS34
NM_001257370	EME2
NM_080861	SPSB3
NM_012225	NUBP2
NM_001146006	IGFALS
NM_005326	HAGH
NM_001018104	FAHD1
NM_001163560	MEIOB
NM_001009606	HS3ST6
NM_016332	MSRB1
NM_005061	RPL3L
NM_004548	NDUFB10
NM_002952	RPS2
NM_174903	RNF151
NM_006453	TBL3
NM_172168	NOXO1
ENST00000598236	AC005606.1
NM_005262	GFER
NM_004209	SYNGR3
NM_178167	ZNF598
NM_001099456	NPW
NM_001130012	SLC9A3R2
NM_002528	NTHL1
NM_000548	TSC2
NM_000296	PKD1
NM_014353	RAB26
NM_032271	TRAF7
NM_020764	CASKIN1
NM_001199173	MLST8
NM_182563	BRICD5
NM_001042371	PGP
NM_004424	E4F1
NM_001374	DNASE1L2
NM_001919	ECI1
ENST00000454671	AC009065.1
NM_001286625	RNPS1
NM_001089	ABCA3
NM_001761	CCNF
NM_025108	C16orf59
NM_006181	NTN3
NM_001199107	TBC1D24
ENST00000564543	RP11-20I23.1
ENST00000569317	ATP6C
NM_001198569	ATP6V0C
NM_001145815	AMDHD2
NM_001048212	CEMP1
NM_002613	PDPK1
NM_018992	KCTD5
NM_031948	PRSS27
NM_016333	SRRM2
NM_207013	TCEB2
NM_152891	PRSS33
NM_001135086	PRSS41
NM_006799	PRSS21
NM_145252	ZG16B
NM_022119	PRSS22
NM_001142499	FLYWCH2
NM_032296	FLYWCH1
NM_172229	KREMEN2
NM_152341	PAQR4
NM_004203	PKMYT1
NM_020982	CLDN9
NM_021195	CLDN6
NM_016639	TNFRSF12A
NM_001002018	HCFC1R1
NM_024339	THOC6
NM_001103175	CCDC64B
NM_022468	MMP25
NM_001012631	IL32
NM_032805	ZSCAN10
NM_001278158	ZNF205
NM_001134655	ZNF213
ENST00000428155	CASP16
NM_012360	OR1F1
NM_198088	ZNF200
NM_000243	MEFV
NM_005741	ZNF263
NM_033208	TIGD7
NM_153028	ZNF75A
NM_012368	OR2C1
NM_001190476	MTRNR2L4
NM_001284527	ZSCAN32
NM_003450	ZNF174
NM_152457	ZNF597
NM_024845	NAA60
NM_001080524	C16orf90
NM_015041	CLUAP1
NM_178844	NLRC3
NM_032444	SLX4
NM_005223	DNASE1
NM_016292	TRAP1
NM_004380	CREBBP
NM_001116	ADCY9
NM_001098814	SRL
NM_003223	TFAP4
NM_032575	GLIS2
NM_001201479	CORO7-PAM16
NM_016069	PAM16
NM_024535	CORO7
NM_138440	VASN
NM_005147	DNAJA3
NM_020677	NMRAL1
NM_001286267	HMOX2
NM_013399	CDIP1
NM_001145011	C16orf96
NM_145253	UBALD1
NM_015246	MGRN1
NM_032349	NUDT16L1
NM_133450	ANKS3
NM_139170	C16orf71
NM_021646	ZNF500
NM_144605	SEPT12
NM_001253794	SMIM22
NM_024589	ROGDI
NM_032569	GLYR1
NM_001079514	UBN1
NM_002705	PPL
NM_014692	SEC14L5
NM_016256	NAGPA
NM_152459	C16orf89
NM_019109	ALG1
NM_201400	FAM86A
NM_145891	RBFOX1
NM_001146336	TMEM114
NM_024109	METTL22
NM_000663	ABAT
NM_015421	TMEM186
NM_000303	PMM2
NM_001278265	CARHSP1
NM_003470	USP7
NM_014117	C16orf72
ENST00000561538	RP11-297M9.1
NM_000833	GRIN2A
NM_024997	ATF7IP2
NM_001424	EMP2
NM_144674	TEKT5
NM_002484	NUBP1
NM_001079512	TVP23A
NM_000246	CIITA
NM_014015	DEXI
NM_015226	CLEC16A
NM_003745	SOCS1
NM_005425	TNP2
NM_021247	PRM3
NM_001286356	PRM2
NM_002761	PRM1
NM_152308	RMI2
ENST00000598234	CTD-3088G3.8
NM_001136472	LITAF
NM_003498	SNN
NM_015914	TXNDC11
NM_014153	ZC3H7A
NM_015659	RSL1D1
NM_002094	GSPT1
ENST00000399147	RP11-166B2.1
NM_001192	TNFRSF17
ENST00000597717	AC007216.2
NM_032167	SNX29
ENST00000312019	RP11-276H1.3
NM_018340	CPPED1
NM_001145204	SHISA9
NM_005236	ERCC4
NM_014048	MKL2
NM_002582	PARN
ENST00000599734	AC092291.2
NM_016561	BFAR
NM_003561	PLA2G10
NM_001277323	NPIPA3
NM_001277324	NPIPA2
NM_014287	NOMO1
NM_006985	NPIPA1
NM_015027	PDXDC1
NM_173474	NTAN1
NM_018427	RRN3
NM_001277325	NPIPA5
NM_001128423	MPV17L
ENST00000568222	RP11-1021N1.1
NM_033201	C16orf45
NM_014647	KIAA0430
NM_017668	NDE1
NM_001040114	MYH11
NM_144600	FOPNL
NM_004996	ABCC1
NM_001171	ABCC6
NM_001004067	NOMO3
NM_001282511	NPIPA8
NM_001282507	NPIPA7
NM_022166	XYLT1
NM_001004060	NOMO2
NM_001019	RPS15A
ENST00000567078	RP11-1035H13.3
NM_015161	ARL6IP1
NM_015092	SMG1
NM_001300732	TMC7
NM_016138	COQ7
ENST00000564808	CTD-2349B8.1
NM_001034841	ITPRIPL2
NM_016524	SYT17
NM_001256720	CLEC19A
NM_001105248	TMC5
NM_016641	GDE1
NM_001199022	CCP110
NM_020314	C16orf62
NM_001012991	KNOP1
NM_153208	IQCK
NM_016235	GPRC5B
NM_001002911	GPR139
NM_001007240	GP2
NM_001278614	UMOD
NM_174924	PDILT
NM_017888	ACSM5
NM_001010845	ACSM2A
ENST00000593357	AC137056.1
NM_001105069	ACSM2B
NM_052956	ACSM1
NM_017736	THUMPD1
NM_005622	ACSM3
NM_001142725	ERI2
NM_001199053	LOC81691
ENST00000564274	AC004381.6
NM_173475	DCUN1D3
NM_020424	LYRM1
NM_017539	DNAH3
NM_020422	TMEM159
NM_003460	ZP2
NM_145865	ANKS4B
NM_001888	CRYM
NM_130464	NPIPB3
NM_016025	METTL9
NM_005849	IGSF6
NM_144672	OTOA
ENST00000415645	NPIPB4
NM_003366	UQCRC2
NM_173806	PDZD9
NM_001164579	C16orf52
NM_173615	VWA3A
ENST00000602312	SDR42E2
NM_013302	EEF2K
NM_018119	POLR3E
NM_001802	CDR2
NM_001135865	NPIPB5
NM_006043	HS3ST2
NM_020718	USP31
NM_001039	SCNN1G
NM_000336	SCNN1B
NM_153603	COG7
NM_015044	GGA2
NM_001083614	EARS2
NM_019116	UBFD1
NM_005003	NDUFAB1
NM_024675	PALB2
NM_032486	DCTN5
NM_005030	PLK1
NM_033266	ERN2
NM_022097	CHP2
NM_002738	PRKCB
NM_006539	CACNG3
NM_006910	RBBP6
NM_014494	TNRC6A
NM_052944	SLC5A11
NM_001006634	ARHGAP17
NM_016309	LCMT1
NM_001169	AQP8
NM_001012981	ZKSCAN2
NM_006040	HS3ST4
NM_001145545	C16orf82
NM_001145348	KDM8
NM_145080	NSMCE1
ENST00000566854	CTD-3203P2.2
NM_001257406	IL4R
NM_181079	IL21R
NM_001520	GTF3C1
NM_015202	KIAA0556
NM_001109763	GSG1L
NM_015171	XPO6
NM_001024401	SBK1
NM_001282524	NPIPB6
NM_001037808	EIF3C
NM_001099661	EIF3CL
ENST00000452313	NPIPB7
NM_000086	CLN3
NM_018690	APOBR
NM_145659	IL27
NM_001042483	NUPR1
NM_138414	CCDC101
NM_001054	SULT1A2
NM_177529	SULT1A1
ENST00000529716	NPIPB8
NM_001287251	NPIPB9
NM_148414	ATXN2L
NM_003321	TUFM
NM_001145795	SH2B1
NM_173201	ATP2A1
NM_024816	RABEP2
NM_001770	CD19
NM_032815	NFATC2IP
NM_001142448	SPNS1
NM_001014989	LAT
ENST00000424293	CTB-134H23.2
ENST00000524087	NPIPB11
ENST00000569622	RP11-345J4.5
NM_001031827	BOLA2
NM_001039182	BOLA2B
NM_001014999	SLX1A
NM_024044	SLX1B
NM_001017390	SULT1A4
NM_177552	SULT1A3
ENST00000549950	RP11-345J4.3
ENST00000354563	RP11-231C14.4
NM_001030288	SPN
NM_014298	QPRT
NM_175900	C16orf54
NM_152338	ZG16
NM_007317	KIF22
NM_002383	MAZ
NM_145239	PRRT2
NM_024516	PAGR1
NM_005115	MVP
NM_006319	CDIPT
NM_001243332	SEZ6L2
NM_181718	ASPHD1
NM_178863	KCTD13
NM_194280	TMEM219
NM_016151	TAOK2
NM_003609	HIRIP3
NM_173618	INO80E
NM_003586	DOC2A
NM_001109660	C16orf92
NM_031478	FAM57B
NM_000034	ALDOA
NM_002720	PPP4C
NM_004608	TBX6
NM_031477	YPEL3
NM_024307	GDPD3
NM_002746	MAPK3
NM_007074	CORO1A
ENST00000550538	RP11-347C12.3
ENST00000520915	RP11-347C12.1
NM_001243646	CD2BP2
NM_015527	TBC1D10B
NM_013292	MYLPF
NM_052838	SEPT1
NM_001214909	ZNF48
NM_001142305	ZNF771
NM_024096	DCTPP1
NM_012248	SEPHS2
NM_002209	ITGAL
NM_024671	ZNF768
NM_023931	ZNF747
ENST00000568114	AC002310.13
NM_033410	ZNF764
NM_145271	ZNF688
NM_152458	ZNF785
NM_138447	ZNF689
NM_024031	PRR14
NM_001105079	FBRS
NM_001256932	LOC730183
NM_006662	SRCAP
NM_001256829	LOC100862671
NM_000294	PHKG2
NM_001014979	C16orf93
NM_014771	RNF40
NM_001080417	ZNF629
NM_001286526	BCL7C
NM_001330	CTF1
NM_001099784	FBXL19
NM_152288	ORAI3
NM_014712	SETD1A
ENST00000602217	AC135048.1
NM_025193	HSD3B7
NM_052874	STX1B
NM_004604	STX4
NM_001172669	ZNF668
NM_014699	ZNF646
NM_001039503	PRSS53
ENST00000529564	RP11-196G11.1
NM_024006	VKORC1
NM_005881	BCKDK
NM_032188	KAT8
NM_002773	PRSS8
NM_173502	PRSS36
NM_004960	FUS
NM_013258	PYCARD
ENST00000561916	C16orf98
NM_001008274	TRIM72
NM_152901	PYDC1
NM_001145808	ITGAM
NM_001286375	ITGAX
NM_005353	ITGAD
NM_005205	COX6A2
NM_001136509	ZNF843
NM_001288767	ARMC5
NM_001042454	TGFB1I1
NM_003041	SLC5A2
NM_022744	C16orf58
NM_016633	AHSP
NM_001130913	ZNF720
NM_003414	ZNF267
ENST00000426099	AC142381.1
ENST00000354689	IGHV3OR16-9
NM_001243722	TP53TG3D
NM_016212	TP53TG3
NM_001205259	TP53TG3C
NM_001099687	TP53TG3B
ENST00000567458	IGHV2OR16-5
ENST00000425181	IGHV3OR16-10
ENST00000565407	IGHV3OR16-8
ENST00000570121	IGHV3OR16-12
ENST00000562905	IGHV3OR16-13
ENST00000558425	RP11-812E19.9
ENST00000319817	CTD-2144E22.5
NM_024745	SHCBP1
NM_018206	VPS35
NM_014321	ORC6
NM_182493	MYLK3
NM_001001436	C16orf87
NM_133443	GPT2
NM_005880	DNAJA2
NM_018092	NETO2
NM_030790	ITFG1
NM_000293	PHKB
NM_033226	ABCC12
NM_032583	ABCC11
NM_031490	LONP2
NM_001006610	SIAH1
NM_153029	N4BP1
NM_004352	CBLN1
NM_144602	C16orf78
NM_015069	ZNF423
NM_153261	CNEP1R1
NM_182922	HEATR3
NM_001040284	PAPD5
NM_001114	ADCY7
NM_001173984	BRD7
NM_033119	NKD1
NM_182854	SNX20
NM_022162	NOD2
NM_015247	CYLD
NM_002968	SALL1
NM_001242473	C16orf97
NM_001080430	TOX3
NM_025134	CHD9
NM_001207030	LOC643802
